"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"BAJAJFINSV","23-Feb-2022","28-Apr-2022","CE","11750","0","0","0","3899.75","0","4518.6","0","0","0","0","0","16133.6"
"BAJAJFINSV","23-Feb-2022","28-Apr-2022","CE","12000","0","0","0","3688.65","0","4285.6","0","0","0","0","0","16133.6"
"BAJAJFINSV","23-Feb-2022","28-Apr-2022","CE","12250","0","0","0","3482.9","0","4056.1","0","0","0","0","0","16133.6"
"BAJAJFINSV","23-Feb-2022","28-Apr-2022","CE","12500","0","0","0","3282.95","0","3830.7","0","0","0","0","0","16133.6"
"BAJAJFINSV","23-Feb-2022","28-Apr-2022","CE","12750","0","0","0","3089.05","0","3609.85","0","0","0","0","0","16133.6"
"BAJAJFINSV","23-Feb-2022","28-Apr-2022","CE","13000","0","0","0","2902.05","0","3394.1","0","0","0","0","0","16133.6"
"BAJAJFINSV","23-Feb-2022","28-Apr-2022","CE","13250","0","0","0","2721","0","3183.95","0","0","0","0","0","16133.6"
"BAJAJFINSV","23-Feb-2022","28-Apr-2022","CE","22000","0","0","0","117.55","0","86.25","0","0","0","0","0","16133.6"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","14250","0","0","0","3640.5","0","15245.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","14500","0","0","0","1855.5","1855.5","15245.25","0","0","0","150","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","14750","0","0","0","1401.65","1401.65","15245.25","0","0","0","350","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","21250","0","0","0","526.6","0","15245.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","21500","0.05","0.05","0.05","0.05","0.05","15245.25","1","10.75","0","750","-50","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","21750","2.1","2.1","0.05","0.05","0.05","15245.25","3","32.63","0","50","-50","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","22000","0.05","0.05","0.05","0.05","0.05","15245.25","1","11","0","1150","-50","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","22250","0","0","0","376.35","0","15245.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","22500","0","0","0","345.4","0","15245.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","18250","0.05","0.1","0.05","0.05","0.05","15245.25","5","45.63","0","5100","-50","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","18500","0.1","0.2","0.05","0.05","0.05","15245.25","91","841.75","0","14450","-4050","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","18750","0","0","0","0.35","0.35","15245.25","0","0","0","5800","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","19000","0.1","1","0.05","0.05","0.05","15245.25","152","1444.01",".01","17750","-5550","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","19250","0","0","0","58.2","58.2","15245.25","0","0","0","100","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","19500","0.1","0.1","0.1","0.1","0.1","15245.25","7","68.25","0","4350","-350","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","19750","0","0","0","851","0","15245.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","20000","0.1","0.3","0.05","0.05","0.05","15245.25","20","200","0","8000","-850","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","20250","0","0","0","3.05","3.05","15245.25","0","0","0","100","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","20500","0.05","0.05","0.05","0.05","0.05","15245.25","23","235.75","0","3100","-1150","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","20750","0","0","0","620.65","0","15245.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","21000","0","0","0","572.3","0","15245.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","15000","696.8","696.8","195.1","225.1","195.1","15245.25","51","393.14","10.64","2250","-1100","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","15250","149.85","166.75","125","125","125","15245.25","5","38.48",".35","4300","-50","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","15500","300","300","0.1","1.15","0.15","15245.25","182","1419.41","8.91","7050","-2100","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","15750","10","74.65","0.1","1.35","0.1","15245.25","1165","9185.07","10.7","8500","2100","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","16000","22.3","48.8","0.05","0.1","0.25","15245.25","1358","10868.79","4.79","13250","-1050","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","16250","15","19.5","0.05","0.1","0.05","15245.25","708","5754.15","1.65","9450","-1100","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","16500","3.65","19.95","0.05","0.05","0.05","15245.25","1429","11790.95","1.7","22300","-8950","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","16750","1.2","4.9","0.05","0.05","0.05","15245.25","675","5653.68",".56","14850","-2700","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","17000","0.6","5","0.05","0.05","0.05","15245.25","1072","9112.51",".51","30950","-15100","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","17250","0.25","1.95","0.05","0.05","0.05","15245.25","165","1423.15",".03","5350","-4750","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","17500","0.05","0.65","0.05","0.1","0.1","15245.25","281","2458.77",".02","14600","-12400","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","17750","0.2","0.2","0.05","0.05","0.05","15245.25","93","825.38","0","7550","-4150","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","18000","0.1","0.95","0.05","0.05","0.05","15245.25","367","3303.02",".02","29500","-15100","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","11750","0","0","0","5795.1","0","15245.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","12000","3680","3680","3680","3680","3680","15245.25","11","86.24","20.24","550","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","12250","0","0","0","5333.75","0","15245.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","12500","0","0","0","5107.65","0","15245.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","12750","0","0","0","4885.1","0","15245.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","13000","0","0","0","4666.35","0","15245.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","13250","0","0","0","4451.75","0","15245.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","13500","0","0","0","2778.45","2778.45","15245.25","0","0","0","150","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","13750","0","0","0","4036.15","0","15245.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","24-Feb-2022","CE","14000","1470","1470","1460","1470","1470","15245.25","3","23.2","2.2","250","-100","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","18250","98.6","98.6","78","78","78","78","5","45.86",".23","250","100","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","18000","149.65","150","79.05","92.3","102.1","92.3","746","6755","41","16650","5100","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","18750","0","0","0","440","440","84.65","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","15000","1092","1092","1092","1092","1092","1020.75","5","40.23","2.73","250","250","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","15250","0","0","0","2023.95","0","894.95","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","15500","868.15","896","635.15","658.2","662.75","658.2","248","2017.38","95.38","4450","4050","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","15750","720","755","541.05","549.95","541.05","549.95","217","1780.39","71.52","6350","6250","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","16000","600","645.2","440","459.75","485","459.75","669","5534.42","182.42","11550","7100","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","16250","537.8","814.6","366.55","402.65","474.45","402.65","186","1553.56","42.31","4300","150","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","16500","343.7","487.2","300","327.9","350","327.9","601","5070.55","112.3","12150","2850","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","13000","0","0","0","3575.7","0","2424.1","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","13250","0","0","0","3377.8","0","2214.35","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","13500","0","0","0","2500","2500","2013.05","0","0","0","150","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","13750","0","0","0","2200","2200","1820.95","0","0","0","100","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","14000","1760","1760","1750","1750","1750","1639.25","3","23.63","2.63","150","150","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","14250","0","0","0","2125","2125","1467.15","0","0","0","50","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","14500","0","0","0","2480.95","0","1306.85","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","14750","0","0","0","2321.65","0","1158","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","11750","0","0","0","4642.4","0","3566.65","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","12000","3620","3620","3620","3620","3620","3328.7","11","85.91","19.91","550","550","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","12250","0","0","0","4201.65","0","3094.6","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","12500","0","0","0","3987.95","0","2865.15","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","12750","0","0","0","3779.2","0","2641.35","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","21000","0","0","0","288.85","0","12","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","21250","0","0","0","262.15","0","9.5","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","21500","0","0","0","237.7","0","7.5","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","21750","0","0","0","215.4","0","5.9","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","22000","0","0","0","1","1","4.65","0","0","0","50","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","22250","0","0","0","176.45","0","3.65","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","22500","0","0","0","159.5","0","2.85","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","19000","55.95","57","23.8","30.8","35","30.8","410","3903.15","8.15","10050","2050","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","19250","0","0","0","556.3","0","56.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","19500","0","0","0","508.25","0","45.6","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","19750","0","0","0","463.15","0","36.85","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","20000","0","0","0","422.2","0","29.65","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","20250","0","0","0","384.5","0","23.75","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","20500","0","0","0","349.85","0","19","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","20750","0","0","0","318.05","0","15.15","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","16750","389.45","389.45","250","258.85","264.6","258.85","78","664.93","11.68","1500","750","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","17000","284.95","321.5","200","212.15","240","212.15","775","6683.29","95.79","16700","4000","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","17250","220","222.65","161.9","177.35","184.7","177.35","73","637.04","7.42","1550","1200","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","17500","200","200","133.75","144.3","148.25","144.3","411","3630.03","33.78","9800","4150","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","17750","159.95","159.95","96.65","106.95","117.25","106.95","9","80.49",".62","1050","150","-"
"BAJAJFINSV","24-Feb-2022","31-Mar-2022","CE","18500","95.45","95.45","44","49.45","58.7","49.45","208","1930.91","6.91","4700","2500","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","22000","0","0","0","117.55","0","41.15","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","11750","0","0","0","3899.75","0","3674.9","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","20000","0","0","0","271.85","0","128.15","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","20250","0","0","0","245.5","0","111.75","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","20500","0","0","0","221.55","0","97.3","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","20750","0","0","0","199.75","0","84.6","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","21000","0","0","0","179.9","0","73.45","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","21250","0","0","0","161.95","0","63.65","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","21500","0","0","0","145.65","0","55.15","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","21750","0","0","0","130.9","0","47.65","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","18000","0","0","0","593.25","0","360.85","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","18250","0","0","0","540.3","0","319.05","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","18500","0","0","0","491.6","0","281.6","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","18750","0","0","0","446.05","0","248.05","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","19000","0","0","0","404.8","0","218.1","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","19250","0","0","0","367","0","191.45","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","19500","0","0","0","332.4","0","167.75","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","19750","0","0","0","300.75","0","146.75","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","16000","800","800","800","800","800","895.65","2","16.8",".8","100","100","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","16250","0","0","0","1104.35","0","805.55","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","16500","0","0","0","1014.3","0","722.85","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","16750","0","0","0","930.35","0","647.1","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","17000","0","0","0","687.5","675","578.05","0","0","0","650","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","17250","0","0","0","779.55","0","516","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","17500","0","0","0","712.2","0","459.2","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","17750","0","0","0","650.65","0","407.9","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","14000","0","0","0","2219.4","0","1912.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","14250","0","0","0","2066.9","0","1755.1","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","14500","0","0","0","1921.75","0","1606.6","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","14750","0","0","0","1783.8","0","1466.85","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","15000","0","0","0","1653.15","0","1335.75","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","15250","0","0","0","1529.6","0","1213.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","15500","0","0","0","1413.15","0","1099.2","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","15750","0","0","0","1303.55","0","993.45","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","12000","0","0","0","3688.65","0","3453.2","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","12250","0","0","0","3482.9","0","3236.8","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","12500","0","0","0","3282.95","0","3026.25","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","12750","0","0","0","3089.05","0","2822.05","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","13000","0","0","0","2902.05","0","2624.75","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","13250","0","0","0","2721","0","2434.8","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","13500","0","0","0","2546.85","0","2252.95","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","13750","0","0","0","2379.15","0","2078.65","0","0","0","0","0","-"
"BAJAJFINSV","24-Feb-2022","28-Apr-2022","CE","22250","0","0","0","105.5","0","35.5","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","12500","0","0","0","3987.95","0","3359.65","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","12750","0","0","0","3779.2","0","3126.3","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","21000","0","0","0","288.85","0","21.75","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","21250","0","0","0","262.15","0","17.45","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","21500","0","0","0","237.7","0","13.95","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","21750","0","0","0","215.4","0","11.1","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","22000","0","0","0","1","1","8.8","0","0","0","50","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","22250","0","0","0","176.45","0","7","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","22500","0","0","0","159.5","0","5.5","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","19000","42.05","51.35","30","34.65","31.7","34.65","880","8377.69","17.69","19050","9000","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","19250","0","0","0","556.3","0","93.3","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","19500","0","0","0","508.25","0","76.65","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","19750","0","0","0","463.15","0","62.7","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","20000","0","0","0","422.2","0","51.1","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","20250","0","0","0","384.5","0","41.5","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","20500","0","0","0","349.85","0","33.6","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","20750","0","0","0","318.05","0","27.1","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","17000","330","330","228","255.25","260.95","255.25","1847","15952.97","253.47","24850","8150","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","17250","177.35","260","177.35","201.4","200.8","201.4","219","1912.8","23.93","2550","1000","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","17500","170","206","139.75","157.65","158","157.65","596","5267.49","52.49","10700","900","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","17750","145.5","161.2","128.65","128.65","128.65","278.6","14","125.29","1.04","750","-300","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","18000","120","129.95","82.35","95.35","96","95.35","1450","13128.45","78.45","23550","6900","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","18250","82","101.1","69","73.05","71.3","73.05","78","715.07","3.32","1050","800","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","18500","67.35","88.25","49.65","57.2","58.5","57.2","373","3462.35","12.1","6250","1550","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","18750","0","0","0","440","440","136.7","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","15000","1135.15","1295.75","1115","1212.75","1212.75","1212.75","28","226.89","16.89","400","150","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","15250","0","0","0","2023.95","0","1192.4","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","15500","820","1016.2","791.2","852.25","850","852.25","273","2235.53","119.78","3950","-500","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","15750","765","877","672.95","716.1","710.05","716.1","509","4198.18","189.81","6400","50","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","16000","600","736.35","547.2","597.25","595","597.25","1526","12691.09","483.09","14700","3150","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","16250","477.95","605","460.15","487.7","493","487.7","440","3688.79","113.79","8150","3850","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","16500","449.95","500","367.4","398.65","392.85","398.65","1056","8941.81","229.81","18500","6350","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","16750","347.75","399.95","290","321.9","325","321.9","99","846.07","16.94","2350","850","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","13000","0","0","0","3575.7","0","2897.65","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","13250","0","0","0","3377.8","0","2674.6","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","13500","2375","2375","2375","2375","2375","2458.1","1","7.94","1.19","150","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","13750","2300","2300","2300","2300","2300","2248.95","1","8.03","1.15","150","50","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","14000","2168.5","2168.5","2168.5","2168.5","2168.5","2048.15","1","8.08","1.08","200","50","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","14250","0","0","0","2125","2125","1856.4","0","0","0","50","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","14500","0","0","0","2480.95","0","1674.8","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","14750","0","0","0","2321.65","0","1502.55","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","11750","0","0","0","4642.4","0","4080.2","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","12000","3854.1","3854.1","3854.1","3854.1","3854.1","3837.35","1","7.93","1.93","600","50","-"
"BAJAJFINSV","25-Feb-2022","31-Mar-2022","CE","12250","0","0","0","4201.65","0","3596.95","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","16750","0","0","0","930.35","0","847.6","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","16500","0","0","0","1014.3","0","939.25","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","17250","0","0","0","779.55","0","685.7","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","17500","0","0","0","712.2","0","614.7","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","17750","0","0","0","650.65","0","550.7","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","14000","0","0","0","2219.4","0","2300.8","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","14250","0","0","0","2066.9","0","2127.15","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","14500","0","0","0","1921.75","0","1961.15","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","14750","0","0","0","1783.8","0","1804.15","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","15000","0","0","0","1653.15","0","1655.55","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","15250","0","0","0","1529.6","0","1515.45","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","15500","0","0","0","1413.15","0","1383.8","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","15750","0","0","0","1303.55","0","1260.45","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","12000","0","0","0","3688.65","0","3939.5","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","12250","0","0","0","3482.9","0","3714.45","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","12500","0","0","0","3282.95","0","3494.15","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","12750","0","0","0","3089.05","0","3279.1","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","13000","0","0","0","2902.05","0","3069.9","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","13250","0","0","0","2721","0","2867","0","0","0","0","0","-"
"BAJAJFINSV","25-Feb-2022","28-Apr-2022","CE","13500","0","0","0","2546.85","0","2670.8","0","0","0","0","0","-"
