"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","21250","0","0","0","716.35","0","6.85","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","21500","22.5","22.5","19","19","19","19","19","204.45",".2","3550","-200","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","20000","95.2","99","51","56.55","56.1","56.55","1138","11424.87","44.87","29000","-1700","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","20250","59","70","35.3","53.5","53.5","37.95","7","71.09",".21","700","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","20500","51.5","58","36","37.6","37.9","37.6","236","2424.51","5.51","13150","200","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","20750","0","0","0","41.8","41.8","16.7","0","0","0","200","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","19000","275","310","173.1","184.1","190","184.1","4059","39071.76","511.26","70850","750","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","19250","215","230","127.5","133.45","135","133.45","577","5608.09","54.46","5950","700","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","19500","165.7","172.3","90","99.05","96.4","99.05","1082","10622.96","73.46","29700","2450","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","19750","113","129","68.1","73.05","73.1","73.05","265","2630.21","13.34","4400","500","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","18000","743.35","813.1","531.05","553.45","573.55","553.45","850","7949.61","299.61","29600","-3500","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","18250","564.05","655","410.95","433.35","440","433.35","978","9193.08","268.83","14800","-6400","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","18500","408.4","525","295","330.4","337","330.4","2916","27606.82","633.82","47350","-250","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","18750","352.2","405","234.7","245.5","242","245.5","822","7844.14","137.89","15200","-1050","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","17500","1135","1177","850","858.2","866.35","858.2","12","111.16","6.16","7150","-200","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","17750","800","800","700","700","700","700","22","203.95","8.7","4200","-200","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","16250","2165","2165","2165","2165","2165","1950","2","18.42","2.17","3850","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","16500","1848","1910","1848","1885","1885","1719.5","3","27.57","2.82","4350","-100","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","16750","0","0","0","1652.85","1652.85","1497.9","0","0","0","2200","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","17000","1550","1624.9","1247.65","1247.65","1247.65","1247.65","33","303.75","23.25","9650","-1000","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","17250","0","0","0","1225","1225","1090.85","0","0","0","3050","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","15500","0","0","0","3242","0","2674.15","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","15750","0","0","0","1442.5","1442.5","2429.05","0","0","0","200","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","16000","2356.4","2440","2160.5","2160.5","2160.5","2187.15","4","36.65","4.65","5450","-100","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","14750","0","0","0","3791.35","0","3418.7","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","15000","0","0","0","2920","2920","3169.65","0","0","0","1550","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","15250","0","0","0","3419.8","0","2921.3","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","13750","0","0","0","4596.75","0","4417.2","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","14000","0","0","0","3400","3400","4167.45","0","0","0","500","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","14250","0","0","0","4184.35","0","3917.75","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","14500","0","0","0","2650","2650","3668.15","0","0","0","50","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","12750","0","0","0","5471.4","0","5416.2","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","13000","0","0","0","3052","3052","5166.45","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","13250","0","0","0","5026.45","0","4916.7","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","13500","0","0","0","4580","4580","4666.95","0","0","0","250","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","12000","0","0","0","6852.65","6852.65","6165.45","0","0","0","650","0","-"
"BAJAJFINSV","18-Jan-2022","27-Jan-2022","CE","12250","0","0","0","5929.2","0","5915.7","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","16500","2175","2175","2175","2175","2175","2083.6","1","9.34","1.09","50","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","18000","1200","1204.9","963.9","969.45","975","969.45","14","133.98","7.98","1000","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","17000","1885","1885","1885","1885","1885","1735.7","1","9.44",".94","50","50","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","17250","0","0","0","1763.05","0","1576.1","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","15750","0","0","0","2589.9","0","2666.6","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","16000","0","0","0","2436.35","0","2464.3","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","16250","0","0","0","2289.15","0","2269.6","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","15000","0","0","0","3088.85","0","3312.85","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","15250","0","0","0","2916.5","0","3091.5","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","15500","0","0","0","2749.65","0","2875.85","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","14250","0","0","0","3640.5","0","4004.6","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","14500","0","0","0","3450.75","0","3770.05","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","14750","0","0","0","3267.2","0","3539.25","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","13500","0","0","0","4241.6","0","4725.25","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","13750","0","0","0","4036.15","0","4482.7","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","14000","0","0","0","3835.7","0","4242.35","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","12500","0","0","0","5107.65","0","5708.8","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","12750","0","0","0","4885.1","0","5461.5","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","13000","0","0","0","4666.35","0","5215","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","13250","0","0","0","4451.75","0","4969.45","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","12000","0","0","0","5563","0","6204.9","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","12250","0","0","0","5333.75","0","5956.65","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","22250","0","0","0","376.35","0","110.25","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","22500","0","0","0","345.4","0","93.35","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","21500","0","0","0","484.7","0","178.45","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","21750","0","0","0","445.8","0","152.45","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","22000","0","0","0","409.75","0","129.85","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","20750","0","0","0","620.65","0","281.15","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","21000","0","0","0","572.3","0","242.4","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","21250","0","0","0","526.6","0","208.3","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","19750","0","0","0","851","0","492.45","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","20000","487.05","487.05","322","380","380","430.95","6","61.13","1.13","200","50","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","20250","0","0","0","728.2","0","375.4","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","20500","0","0","0","672.55","0","325.1","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","19000","700","902.65","545","545","545","545","23","226.53","8.03","1150","400","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","19250","0","0","0","992.3","0","639.35","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","19500","433.85","436.55","433.85","436.55","436.55","436.55","2","19.94",".44","200","100","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","18250","1155.2","1155.2","839.6","839.6","839.6","839.6","9","86.59","4.47","500","150","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","18500","900","953","758.55","758.55","758.55","921.35","24","232.57","10.57","1200","250","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","18750","0","0","0","1152.65","0","818.6","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","17500","1570.4","1570.4","1310.85","1310.85","1310.85","1425.95","3","28.35","2.1","100","100","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","17750","0","0","0","1536.75","0","1285.45","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","24-Feb-2022","CE","16750","0","0","0","2013.7","0","1904.65","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","21750","0","0","0","215.4","0","430.2","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","12000","0","0","0","4419.9","0","6270","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","22250","0","0","0","176.45","0","353.35","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","22500","0","0","0","159.5","0","319.7","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","21000","0","0","0","288.85","0","573.3","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","21250","0","0","0","262.15","0","521.95","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","21500","0","0","0","237.7","0","473.85","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","20250","0","0","0","384.5","0","753.5","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","20500","0","0","0","349.85","0","689.1","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","20750","0","0","0","318.05","0","628.9","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","19500","0","0","0","508.25","0","980.5","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","19750","0","0","0","463.15","0","899.35","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","20000","0","0","0","422.2","0","823.75","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","18750","0","0","0","664.5","0","1259.5","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","19000","0","0","0","608.3","0","1160.35","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","19250","0","0","0","556.3","0","1067.4","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","17750","0","0","0","935.95","0","1721.7","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","18000","0","0","0","860.35","0","1595.95","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","18250","0","0","0","789.9","0","1477.15","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","18500","0","0","0","724.4","0","1365","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","17000","0","0","0","1196.25","0","2140.4","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","17250","0","0","0","1103.7","0","1993.85","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","17500","0","0","0","1017","0","1854.3","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","16250","0","0","0","1511.2","0","2622.5","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","16500","0","0","0","1399.85","0","2454.4","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","16750","0","0","0","1294.9","0","2293.95","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","15500","0","0","0","1885.5","0","3163.85","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","15750","0","0","0","1753.95","0","2977.5","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","16000","0","0","0","1629.15","0","2796.75","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","14500","0","0","0","2480.95","0","3969.4","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","14750","0","0","0","2321.65","0","3759.9","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","15000","0","0","0","2169.35","0","3555.6","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","15250","0","0","0","2023.95","0","3356.85","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","13750","0","0","0","3000.45","0","4625.4","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","14000","0","0","0","2820.85","0","4402.5","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","14250","0","0","0","2647.8","0","4183.7","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","13000","0","0","0","3575.7","0","5315","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","13250","0","0","0","3377.8","0","5082.05","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","13500","0","0","0","3185.8","0","4852.05","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","12250","0","0","0","4201.65","0","6028.45","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","12500","0","0","0","3987.95","0","5788.55","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","12750","0","0","0","3779.2","0","5550.65","0","0","0","0","0","-"
"BAJAJFINSV","18-Jan-2022","31-Mar-2022","CE","22000","0","0","0","195","0","390.1","0","0","0","0","0","-"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","12500","0","0","0","5698.85","0","5588.6","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","21750","0","0","0","615.1","0","1.2","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","22000","13.3","20.05","8.75","10.8","11.2","10.8","249","2740.5","1.5","10800","1650","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","22250","0","0","0","525.95","0","0.4","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","22500","0","0","0","486.1","0","0.2","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","20750","41.8","41.8","41.8","41.8","41.8","9.65","1","10.4",".02","200","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","21000","29","42.1","16.8","19.3","20","19.3","1088","11438.75","14.75","20300","5900","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","21250","0","0","0","716.35","0","3.55","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","21500","16","21","11.7","11.7","11.7","2.1","78","839.07",".57","4200","650","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","20000","68.95","111.15","41.5","49.25","51.95","49.25","3793","38068.19","138.19","35150","6150","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","20250","53.5","84.95","33.5","38","39.35","38","200","2029.8","4.8","1550","850","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","20500","42.05","68","25.6","29.95","29.1","29.95","666","6841.52","15.02","15850","2700","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","19000","200.05","326","138","165.95","172","165.95","5748","55265.08","659.08","87750","16900","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","19250","140.05","249.4","99.6","123.05","122","123.05","675","6546.89","50.01","9150","3200","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","19500","99.05","182.05","74.65","88.5","92","88.5","1872","18359.39","107.39","32900","3200","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","19750","44.55","142.75","44.55","66.1","66.75","66.1","341","3381.7","14.33","5250","850","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","18250","479.95","697.1","324.4","398.45","405","398.45","1517","14206.38","363.76","18850","4050","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","18500","337.6","550","240","300.75","303","300.75","7268","68658.73","1429.73","66450","19100","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","18750","316.75","428.2","187.35","223.95","245.7","223.95","993","9464.04","154.67","17150","1950","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","17250","1353.3","1353.3","953.8","953.8","953.8","1007.55","5","46.19","3.06","2900","-150","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","17500","1050","1150","708","810.35","810.3","810.35","37","341.35","17.6","7150","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","17750","798.75","956.9","568.3","610.95","610.95","668.55","34","313.39","11.64","3700","-500","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","18000","625","840","418.3","511.05","519.85","511.05","2320","21528.75","648.75","29550","-50","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","16250","2229.1","2229.1","2229.1","2229.1","2229.1","1868.15","1","9.24","1.11","3850","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","16500","2040","2040","1649.05","1683","1683","1636.6","4","36.66","3.66","4250","-100","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","16750","1690.9","1690.9","1690.85","1690.85","1690.85","1414.15","2","18.44","1.69","2100","-100","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","17000","1543.3","1543.3","1060","1194","1194","1194","17","154.66","10.16","9150","-500","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","15500","0","0","0","3242","0","2595.2","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","15750","0","0","0","1442.5","1442.5","2349.3","0","0","0","200","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","16000","2148.8","2206.65","2039","2206.65","2206.65","2106.4","5","45.28","5.28","5250","-200","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","14750","0","0","0","3791.35","0","3340.9","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","15000","0","0","0","2920","2920","3091.6","0","0","0","1550","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","15250","0","0","0","3419.8","0","2842.9","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","13750","0","0","0","4596.75","0","4339.7","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","14000","0","0","0","3400","3400","4089.95","0","0","0","500","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","14250","0","0","0","4184.35","0","3840.2","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","14500","0","0","0","2650","2650","3590.5","0","0","0","50","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","12750","0","0","0","5471.4","0","5338.8","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","13000","0","0","0","3052","3052","5089.05","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","13250","0","0","0","5026.45","0","4839.25","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","13500","0","0","0","4580","4580","4589.5","0","0","0","250","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","12000","0","0","0","6852.65","6852.65","6088.15","0","0","0","650","0","18077.3"
"BAJAJFINSV","19-Jan-2022","27-Jan-2022","CE","12250","0","0","0","5929.2","0","5838.4","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","16750","0","0","0","2013.7","0","1833.7","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","18000","961.7","998.15","901.45","910","910","1094.8","21","199.01","10.01","1300","300","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","17250","0","0","0","1763.05","0","1509","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","16000","0","0","0","2436.35","0","2389.35","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","16250","0","0","0","2289.15","0","2195.75","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","16500","0","0","0","2175","2175","2011","0","0","0","50","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","15000","0","0","0","3088.85","0","3235.45","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","15250","0","0","0","2916.5","0","3014.45","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","15500","0","0","0","2749.65","0","2799.35","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","15750","0","0","0","2589.9","0","2590.75","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","14250","0","0","0","3640.5","0","3926.8","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","14500","0","0","0","3450.75","0","3692.3","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","14750","0","0","0","3267.2","0","3461.6","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","13500","0","0","0","4241.6","0","4647.6","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","13750","0","0","0","4036.15","0","4405","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","14000","0","0","0","3835.7","0","4164.55","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","12500","0","0","0","5107.65","0","5631.5","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","12750","0","0","0","4885.1","0","5384.15","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","13000","0","0","0","4666.35","0","5137.5","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","13250","0","0","0","4451.75","0","4891.9","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","12000","0","0","0","5563","0","6127.7","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","12250","0","0","0","5333.75","0","5879.4","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","22250","0","0","0","376.35","0","96.4","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","22500","0","0","0","345.4","0","81.1","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","21500","0","0","0","484.7","0","158.75","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","21750","0","0","0","445.8","0","134.85","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","22000","0","0","0","409.75","0","114.15","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","20500","275","275","275","275","275","295.4","1","10.39",".14","50","50","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","20750","0","0","0","620.65","0","254.2","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","21000","0","0","0","572.3","0","217.95","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","21250","0","0","0","526.6","0","186.3","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","20000","380","400","260","285.55","280.05","285.55","16","162.62","2.62","600","400","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","20250","0","0","0","728.2","0","342.2","0","0","0","0","0","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","19000","729.9","730","510","636.15","636.15","676.9","27","264.54","8.04","1750","600","18077.3"
"BAJAJFINSV","19-Jan-2022","24-Feb-2022","CE","19250","0","0","0","992.3","0","594.65","0","0","0","0","0","18077.3"
